t,value
1485941847,NaN
1485941877,NaN
1485941907,NaN
1485941937,NaN
1485941967,NaN
1485941997,NaN
1485942027,NaN
1485942057,NaN
1485942087,NaN
1485942117,NaN
1485942147,NaN
1485942177,NaN
1485942207,NaN
1485942237,NaN
1485942267,NaN
1485942297,NaN
1485942327,NaN
1485942357,NaN
1485942387,NaN
1485942417,NaN
1485942447,NaN
1485942477,NaN
1485942507,NaN
1485942537,NaN
1485942693,NaN
1485942723,NaN
1485942753,NaN
1485942783,NaN
1485942920,NaN
1485942950,NaN
1485942980,NaN
1485943010,NaN
1485943040,NaN
1485943112,NaN
1485943142,NaN
1485943172,NaN
1485943202,NaN
1485943232,NaN
1485943262,NaN
1485943292,NaN
1485943322,NaN
1485943352,NaN
1485943382,NaN
1485943412,NaN
1485943442,NaN
1485943472,NaN
1485943527,NaN
1485943557,NaN
1485943587,NaN
1485943617,NaN
1485943647,NaN
1485943677,NaN
1485943707,NaN
1485943737,NaN
1485943767,NaN
1485943797,NaN
1485943827,NaN
1485943857,NaN
1485943887,NaN
1485943917,NaN
1485943947,NaN
1485943977,NaN
1485944007,NaN
1485944037,NaN
1485944067,NaN
1485944097,NaN
1485944127,NaN
1485944157,NaN
1485944187,NaN
1485944217,NaN
1485944247,NaN
1485944277,NaN
1485944307,NaN
1485944337,NaN
1485944367,NaN
1485944397,NaN
1485944427,NaN
1485944457,NaN
1485944509,NaN
1485944539,NaN
1485944569,NaN
1485944599,NaN
1485944629,NaN
1485944659,NaN
1485944689,NaN
1485944719,NaN
1485944749,NaN
1485944779,NaN
1485944809,NaN
1485944839,NaN
1485944869,NaN
1485944899,NaN
1485944929,NaN
1485944959,NaN
1485944989,NaN
1485945019,NaN
1485945049,NaN
1485945079,NaN
1485945109,NaN
1485945139,NaN
1485945169,NaN
1485945199,NaN
1485945229,NaN
1485945259,NaN
1485945289,NaN
1485945319,NaN
1485945349,NaN
1485945379,NaN
1485945409,NaN
1485945439,NaN
1485945469,NaN
1485945499,NaN
1485945529,NaN
1485945559,NaN
1485945589,NaN
1485945619,NaN
1485945649,NaN
1485945679,NaN
1485945709,NaN
1485945739,NaN
1485945769,NaN
1485945799,NaN
1485945829,NaN
1485945859,NaN
1485945889,NaN
1485945919,NaN
1485945949,NaN
1485945979,NaN
1485946009,NaN
1485946039,NaN
1485946069,NaN
1485946099,NaN
1485946129,NaN
1485946159,NaN
1485946189,NaN
1485946219,NaN
1485946249,NaN
1485946279,NaN
1485946309,NaN
1485946339,NaN
1485946369,NaN
1485946399,NaN
1485946429,NaN
1485946459,NaN
1485946489,NaN
1485946519,NaN
1485946549,NaN
1485946579,NaN
1485946609,NaN
1485946639,NaN
1485946669,NaN
1485946699,NaN
1485946749,NaN
1485946779,NaN
1485946809,NaN
1485946839,NaN
1485946869,NaN
1485946899,NaN
1485946929,NaN
1485946959,NaN
1485946989,NaN
1485947019,NaN
1485947049,NaN
1485947079,NaN
1485947109,NaN
1485947139,NaN
1485947169,NaN
1485947199,NaN
1485947229,NaN
1485947259,NaN
1485947289,NaN
1485947319,NaN
1485947349,NaN
1485947379,NaN
1485947409,NaN
1485947439,NaN
1485947469,NaN
1485947499,NaN
1485947529,NaN
1485947559,NaN
1485947589,NaN
1485947619,NaN
1485947649,NaN
1485947679,NaN
1485947709,NaN
1485947739,NaN
1485947769,NaN
1485947799,NaN
1485947829,NaN
1485947859,NaN
1485947889,NaN
1485947919,NaN
1485947949,NaN
1485947979,NaN
1485948009,NaN
1485948039,NaN
1485948069,NaN
1485948099,NaN
1485948129,NaN
1485948159,NaN
1485948189,NaN
1485948219,NaN
1485948249,NaN
1485948279,NaN
1485948309,NaN
1485948339,NaN
1485948369,NaN
1485948399,NaN
1485948429,NaN
1485948459,NaN
1485948489,NaN
1485948519,NaN
1485948549,NaN
1485948579,NaN
1485948609,NaN
1485948639,NaN
1485948669,NaN
1485948699,NaN
1485948729,NaN
1485948759,NaN
1485948789,NaN
1485948819,NaN
1485948849,NaN
1485948879,NaN
1485948909,NaN
1485948939,NaN
1485948969,NaN
1485948999,NaN
1485949029,NaN
1485949059,NaN
1485949089,NaN
1485949119,NaN
1485949149,NaN
1485949179,NaN
1485949209,NaN
1485949239,NaN
1485949269,NaN
1485949299,NaN
1485949329,NaN
1485949359,NaN
1485949389,NaN
1485949419,NaN
1485949449,NaN
1485949479,NaN
1485949509,NaN
1485949539,NaN
1485949569,NaN
1485949599,NaN
1485949629,NaN
1485949659,NaN
1485949689,NaN
1485949719,NaN
1485949749,NaN
1485949779,NaN
